Image,PSNR,SSIM,MAE,MSE,Edge_Error,Edge_Preservation
000164,21.934980669099605,0.6171464759810937,0.0623222254216671,0.006404746323823929,0.11675658822059631,0.8832434415817261
000165,23.47947089217214,0.5425878809998905,0.0518903024494648,0.004488000646233559,0.1197783350944519,0.8802216649055481
000166,23.49974968393486,0.523345688720497,0.05137442797422409,0.004467093385756016,0.11251682788133621,0.8874831795692444
000167,23.982999622433624,0.5169909946081247,0.048683051019907,0.003996686078608036,0.11370177567005157,0.8862982392311096
000168,20.377960349387475,0.516009063111448,0.07234233617782593,0.009166508913040161,0.11008748412132263,0.889912486076355
000169,22.03829794378228,0.22281116742868953,0.06281817704439163,0.006254177540540695,0.20990875363349915,0.7900912761688232
000170,21.011360980527584,0.171138911909485,0.07089076191186905,0.007922530174255371,0.19944940507411957,0.8005505800247192
000171,26.26264623345665,0.43551250441785155,0.03623099625110626,0.002364478539675474,0.07705841958522797,0.9229415655136108
000172,19.461292574142163,0.1913288325516587,0.08562184125185013,0.011320633813738823,0.17816275358200073,0.8218372464179993
000173,20.28941714283532,0.2580053411900085,0.07557380199432373,0.009355312213301659,0.14869043231010437,0.8513095378875732
000174,21.576327588041146,0.30236130464419014,0.06514587998390198,0.006956122815608978,0.1441480964422226,0.8558518886566162
000175,20.744053126076206,0.27123489729452693,0.07145270705223083,0.00842548068612814,0.14603881537914276,0.853961169719696
000176,22.556606784522796,0.5827500796878972,0.05385487526655197,0.005550592206418514,0.09514068812131882,0.9048593044281006
000177,20.732518846219495,0.2497532315634579,0.07162798941135406,0.008447887375950813,0.13719521462917328,0.8628047704696655
000178,21.19225225761499,0.17727146292087337,0.06970136612653732,0.007599320728331804,0.1507982611656189,0.8492017388343811
000179,22.347807437532502,0.32621588162723963,0.05962347984313965,0.005823971703648567,0.14762257039546967,0.8523774147033691
000180,31.81092674407182,0.8809717968784059,0.012752287089824677,0.0006590332486666739,0.018892357125878334,0.9811076521873474
000181,26.058204376086373,0.6893916008312009,0.03442688286304474,0.002478446578606963,0.05352319777011871,0.9464768171310425
000182,25.46451256800935,0.6860798420919697,0.034975819289684296,0.0028415070846676826,0.060161370784044266,0.9398386478424072
000183,25.058083949382905,0.6712992673088736,0.03768439218401909,0.0031202659010887146,0.0467078872025013,0.9532921314239502
000184,21.135109843553586,0.5182778901512064,0.06635597348213196,0.007699969690293074,0.09856784343719482,0.9014321565628052
000185,28.718454708574054,0.8299571843060051,0.024842150509357452,0.0013432428240776062,0.06778194010257721,0.932218074798584
000186,27.337478518749357,0.8056726234422656,0.02789122983813286,0.0018460869323462248,0.061930250376462936,0.938069760799408
000187,27.08624172267346,0.7915029862634754,0.029044335708022118,0.0019560314249247313,0.060302168130874634,0.9396978616714478
000188,23.256591500124415,0.6628853608011841,0.04726247489452362,0.004724336788058281,0.067487932741642,0.9325120449066162
000189,23.26094028751717,0.7072619133364959,0.046545352786779404,0.004719608463346958,0.06068868190050125,0.9393113255500793
000190,23.462746724110225,0.7086725853674486,0.04561033099889755,0.004505316726863384,0.06381230056285858,0.9361876845359802
000191,23.457462148050535,0.6880001619817007,0.0464208722114563,0.004510802216827869,0.06455770134925842,0.935442328453064
000192,21.50376208817525,0.21137921256051817,0.06527367234230042,0.007073327898979187,0.15400388836860657,0.8459961414337158
000193,25.06161316037793,0.8409154780910145,0.03436342999339104,0.0031177313067018986,0.04969308525323868,0.9503068923950195
000194,25.932934882674076,0.8530442565509275,0.030831333249807358,0.0025509768165647984,0.04470022767782211,0.9552997946739197
000195,26.37468534073063,0.8657478771748778,0.0288503747433424,0.0023042599204927683,0.040782809257507324,0.9592171907424927
000196,22.507710450293974,0.6514823297542343,0.05759430676698685,0.005613438319414854,0.09327901899814606,0.9067209959030151
000197,23.59011725200363,0.6134201091654902,0.0516861230134964,0.0043751029297709465,0.13519339263439178,0.864806592464447
000198,22.52438318435502,0.5546283522027822,0.058552734553813934,0.00559192942455411,0.1096619963645935,0.8903380036354065
000199,22.06064703639551,0.534927619608,0.061688002198934555,0.006222075782716274,0.11158562451601028,0.8884143829345703
000200,23.21875201902889,0.3529506329742714,0.052764520049095154,0.004765679128468037,0.13086187839508057,0.8691381216049194
000201,21.159295283722578,0.3030388953017694,0.06335847824811935,0.007657208479940891,0.12697471678256989,0.8730252981185913
000202,21.540386011017052,0.3170678565346388,0.0607517845928669,0.007013929542154074,0.12649337947368622,0.8735066056251526
000203,22.57857810094427,0.34714704040771827,0.053954314440488815,0.005522582214325666,0.13613630831241608,0.8638637065887451
000204,21.532499507198736,0.40477690887927076,0.05829712748527527,0.007026677951216698,0.09826235473155975,0.901737630367279
000205,20.65031523553774,0.6002760541257375,0.06739888340234756,0.00860931258648634,0.10087116062641144,0.8991288542747498
000206,19.86801605274127,0.6378111835988272,0.0735754519701004,0.010308569297194481,0.09141871333122253,0.9085812568664551
000207,20.559242871860235,0.6693152511274346,0.06581463664770126,0.008791757747530937,0.08860703557729721,0.9113929867744446
000208,23.229213935323045,0.3670185778702516,0.051898859441280365,0.004754212684929371,0.12598755955696106,0.8740124702453613
